reviewerId,merge_id,tags,atmosphere_id
B17EA89C7FFA30DDECDBD26DCE03EC4D,2883752717395670500,kids,25
57B919C5CC4CB69E980DCF9C5EAEDE47,2883752717395670500,tasting menu,26
115897268813509358230,2991809753783809e3,quiet,12
HQyVifYcEloNu_FiTH1H7g,3036285601273102300,vegan,21
HQyVifYcEloNu_FiTH1H7g,3036285601273102300,vegan,21
106803506624381063126,3069810519949379e3,casual,1
111513809769485349246,3069810519949379e3,friends,23
112698201543908793423,3146911369494091e3,attentive,6
4406A62F29CCEC830CE38400965739D9,3146911369494091e3,welcoming,11
8C00DE60661E306713F422C888D81ED4,3190592251464434700,attentive,6
41ADDAC883BA2FF0625A245B4E6B6C73,321665445235811e4,welcoming,11
104929703041661160464,3239545034840527e3,tasting menu,26
104929703041661160464,3239545034840527e3,original,8
103754089522619547352,3298413219558710300,attentive,6
F7D063187328C24F19EE3D4139D44185,3346053413088334e3,relaxed,2
jCT55fqTB_6avNnTj6OjhA,3346053413088334e3,vegetarian option,29
Ho9COlxsV1FO2I9g9eg69w,3358274679535481e3,vegan,21
101525180062845116760,3471700584666801e3,family,24
101525180062845116760,3471700584666801e3,friends,23
103606137996613900367,3600751760153327600,quiet,12
E68BA9BC12EFA5B58DD7BF440B8FC668,3662869186100142e3,casual,1
2EF96727030E8095EB6D8EFD6142BB50,3802842669140547e3,pricey,4
63E380D9A3F2B0CC29790266362A1DF3,3807559835660814300,modern,19
C5825FE98BD2E61B31D126E6D3AA5FA9,3925172042357467e3,vegan,21
C5825FE98BD2E61B31D126E6D3AA5FA9,3925172042357467e3,vegan,21
C10CCD925A0C99D592339B978F29BCFF,4024081624452805e3,relaxed,2
105280579015102996948,4147283271984732700,quiet,12
109490789318728931062,4159597097869921300,original,8
105180597906366052349,4184637869028996e3,attentive,6
108419618806573787356,445281913808282e4,elegant,5
109866332977291521060,4544795820445753300,quiet,12
113356005987409184156,4576335018106171400,vegan,21
117903122988778521639,4576335018106171400,vegan,21
F8C76D0BCCBC3736F534D89BD5B99FAD,4707340726775955e3,friends,23
28488EA8A7018443A88D3984F170674C,4802622573024306e3,kids,25
110881196583845431871,4971191942430216e3,tasting menu,26
bggFHWRxrB1YjryZHnO9vw,5180084205948147e3,kids,25
105361651027697347698,5284369421389997e3,friends,23
108654083951080050020,5576883920837245e3,vegan,21
D0FC821E934F408DFA9FC80FF9507158,5722772033988647e3,michelin star,17
E81E140CB755A284893D92049D6175C5,572325307617682e4,friends,23
4C9F15B48A2B98D65182CAD28D786912,6154426639660638e3,vegan,21
EAE191C4C9E023E1A976AA7F0C8A926C,6154426639660638e3,modern,19
110324556533345013881,6225004564511807e3,family,24
110324556533345013881,6225004564511807e3,friends,23
100915901284647054274,6225004564511807e3,attentive,6
RedCeS4SmT34euXIKgib3g,6261656203272177e3,vegan,21
RedCeS4SmT34euXIKgib3g,6261656203272177e3,vegan,21
SeuKBGR_EpvwuDZ85S6lYQ,6261656203272177e3,vegan,21
125D3FEF72BBF45936ABC042BB869BC3,6393507037301714e3,friends,23
B6A5D7B976F3D76E90BFD85206387950,644021421351126e4,party,27
115634585447493672105,6940617323993418e3,relaxed,2
A031DE4A934BB3415AED844875E904B4,7013971609326361e3,welcoming,11
75686F06B274DD4747E08493BDE67063,7077460856892052e3,tasting menu,26
75686F06B274DD4747E08493BDE67063,7077460856892052e3,gourmet,16
4B4760E5D7AFD31DF480A6184151D85F,7390893742864077e3,casual,1
BOoYg4VkCL_-aP3SmmGoDw,768514709619434e4,attentive,6
115936539147196278234,7837498078102286e3,quiet,12
115936539147196278234,7837498078102286e3,attentive,6
CF5F0097BDC287E2A3E962A6757375A9,7987505217723014e3,vegan,21
CF5F0097BDC287E2A3E962A6757375A9,7987505217723014e3,vegan,21
7625D232C5810D053BDEDB49F0328E6E,8099021569355182e3,vegetarian option,29
DABF4EA8371DD790202B7B5359CDA038,8131907432767692e3,attentive,6
100434119575860320363,8241890292284835e3,welcoming,11
5FBBD0726B0FF0523B08CE646162476D,8426355565606238e3,original,8
FE998EDB3AAD0E62CEE09DE652BDE223,8676164160175657e3,vegan,21
26E3EE715E145C7D900E76587BC028C4,8743361279952055e3,relaxed,2
6ED788806C1E01352AA6909F7918F11E,8879908912670102e3,modern,19
103120314158010895620,9153495070810782e3,original,8
2B5D0C3345773ED4BD9CA6FE7F5352AD,9161656089474039e3,vegan,21
0F337E12561A168C0C9AABB64C3DC232,9296479583524123e3,attentive,6
687C5E6A5AC4D94DBC096027119B443C,9476818592599835e3,vegan,21
104707928578350792162,9538577321854093e3,tasting menu,26
F5371A4C41BD3712B77DCDDFDC0E0F80,9549511765567902e3,live music,22
F5371A4C41BD3712B77DCDDFDC0E0F80,9549511765567902e3,friends,23
B604BA98D16941AAA71739E4FEAF07E2,9847708135568026e3,vegan,21
3F9841D693813CDC827F4961420FFA24,10159382316137292e3,friends,23
F620D9195C92CB9486A58BA276EB52FB,1.0295908973408641e+019,family,24
100689900066840614842,10764365346972457e3,attentive,6
CEDD251B79DD158868D0C655212118E8,10932713663001102e3,vegan,21
2598811AA61C2AD01DCABD8A64E86C99,1126951204160829e4,welcoming,11
102118079300109428694,11337842983017857e3,attentive,6
6C5D19B20E32AC0BD651DF046E01A39C,11368257517498724e3,relaxed,2
4A40C81C08B66E791175EAF664276BA2,11475478972569709e3,gluten free,30
4ACAF37D8DD3980AC56E10AFCA9801ED,11475478972569709e3,gluten free,30
zXxaNhIBhDMZVf9BF2gjMA,11475478972569709e3,gluten free,30
101169641341985187441,11563085212737247e3,michelin star,17
101169641341985187441,11563085212737247e3,tasting menu,26
117906639972271123994,11572904791525444e3,attentive,6
E67908D42DE3D2E9C89CA6F19C64EE61,11639923449221327e3,casual,1
9E5BCA2E0209C47159E58B760344220D,1174844158622868e4,relaxed,2
1B75918C8BDD9B25E402A541825C1F0E,11776200627482214e3,friends,23
102870320451438090151,11857295793333004e3,friends,23
102870320451438090151,11857295793333004e3,friends,23
115718565496880977353,1198631822692645e4,quiet,12
115718565496880977353,1198631822692645e4,attentive,6
118367886134639846273,1217957829286418e4,attentive,6
116872986145175852248,12224401739574841e3,quiet,12
116872986145175852248,12224401739574841e3,attentive,6
EFC7F9016545FA59611E7B0DD3572931,12433821057005103e3,relaxed,2
D85FE22ABF02CF6CB2842563343FAB04,12743336591841694e3,kids,25
B66EDC5467BB089B78493E87CA5B6D90,12903421216736584e3,relaxed,2
B3E10085A5ADB88D52EC5890464A3035,1291506854623071e4,gourmet,16
2A5D00A363236FA49EDDDCB5670749BA,1291506854623071e4,live music,22
9B05D503BAA4F5B0D9A86AF2C3ECB728,13238342879019151e3,attentive,6
102466638193524204671,13330224283412457e3,quiet,12
111628525210381058088,13330224283412457e3,original,8
9843F84C677C49ADE6105D773DAEF465,13369802967249766e3,family,24
9843F84C677C49ADE6105D773DAEF465,13369802967249766e3,welcoming,11
101627100935320871941,13562164793404144e3,tasting menu,26
110454176224453974474,13660298506819287e3,original,8
852D7B721AAB261037886D5B08B0228D,13728361711912704e3,attentive,6
109732775812994868053,13939753795634555e3,original,8
FA0763BD95EB8A519D28FDBEB1CB1D01,14059695439855133e3,live music,22
8A3E7323F3A56271BF52251946D81E5D,14088306485989128e3,tasting menu,26
6A7E34326C627859B42FAD1CD304D3B8,14543118558481981e3,welcoming,11
71F44CC06CCBBDE88CFCF621B59F119C,14659641174712338e3,gluten free,30
6089FFC86F2DBCDB73ADE2CCCFB73409,1510753889742768e4,gourmet,16
111430265747877691898,15760380610257283e3,quiet,12
A362EEB30CD3BC9738A726044D82CC78,1602559283245373e4,welcoming,11
100010500280655456062,16180001866939396e3,tasting menu,26
111634261823077601686,16180001866939396e3,tasting menu,26
111957397194125045095,16502302684882092e3,attentive,6
108595919285837642671,16502302684882092e3,vegan,21
4CF9ABAD0FD20A68E7C65241C124EFBE,16527007972985014e3,quiet,12
8C1FB02C056B95BF111F0386F6DF2310,16640792474937799e3,attentive,6
112290146609180113745,16831976871093584e3,gourmet,16
115632592552109856810,16910621873490831e3,tasting menu,26
FR1PW6j8Q_zCH4PlSQixGg,16910621873490831e3,romantic,3
jW1fAOe_KLoUMcRfeQcuxw,17470316468582009e3,vegan,21
jW1fAOe_KLoUMcRfeQcuxw,17470316468582009e3,vegan,21
9q7iRB8MveE7cYomJp2UHQ,17609159695891132e3,casual,1
9q7iRB8MveE7cYomJp2UHQ,17609159695891132e3,modern,19
05A9F5D38EA1D23A97ECE65C2AD08700,17817778512811166e3,casual,1
DA1F7462EAB3A927A8D39C9428E65187,18039558783964832e3,vegan,21
DA1F7462EAB3A927A8D39C9428E65187,18039558783964832e3,vegan,21
FCB273C719390DCDCB52065AC42925DB,18095576407248595e3,vegan,21
42114CF1BAABB537475EEFF7CA057606,18223444123278227e3,friends,23
107030986553701099400,18301377682670563e3,family,24
100020031244440115594,18389642022585186e3,vegan,21
100020031244440115594,18389642022585186e3,vegan,21
115142296614297201255,18389642022585186e3,vegan,21
115142296614297201255,18389642022585186e3,vegan,21
115142296614297201255,18389642022585186e3,attentive,6
108360369947127867565,36738828539415904,vegetarian option,29
109339046571581413314,267538369935421630,modern,19
101079472362088787918,267538369935421630,tasting menu,26
106531251842451319015,267538369935421630,tasting menu,26
102310492867098344987,267538369935421630,tasting menu,26
102310492867098344987,267538369935421630,original,8
A793B7F3550158A6EC41A12639A2FBE1,365248429054011500,family,24
110406169739729553110,377171090460949760,attentive,6
108655050643253816258,377171090460949760,attentive,6
673B85AFB980243F0EE9B771E3C56093,489859589346398900,kids,25
114084963919634558407,608490730760836400,quiet,12
114084963919634558407,608490730760836400,attentive,6
AF6322CEAA5203635C290F1B892306E9,924348642480443400,vegetarian option,29
6Z29aTHgoNJ0CvnhTVMNLQ,1385563611628695e3,vegetarian option,29
331036F05ECC998DC416E8B9215AE784,1421434345647005400,friends,23
115102372793697806639,1549226809595793700,original,8
DABC6EB1ED663EF0275FFCBE43F2D0D0,1614425382840886e3,tasting menu,26
DABC6EB1ED663EF0275FFCBE43F2D0D0,1614425382840886e3,tasting menu,26
102231772578259856215,1617602603357132500,noisy,15
547450F697C73A21D5366AE65FD794C6,2151730120133276e3,gluten free,30
E5169C73E6CEA8E9C17CC5E1621E537A,2151730120133276e3,relaxed,2
1257CB2E067A7AA37F26662503F3FF72,2248675680238980600,casual,1
1257CB2E067A7AA37F26662503F3FF72,2248675680238980600,friends,23
115592750034222853761,2392603828748993500,family,24
GQc0l_u8sJkgFpy7gGfMWw,2439455034259584500,tasting menu,26
112249822038570690163,2540258453199634400,vegan,21
112249822038570690163,2540258453199634400,vegan,21
B894C6640785173BA8E6B06E69C219B3,266487809577687e4,beautiful view,9
cqjRzEUUGfFVvNodtHNKRw,2702168077095766e3,casual,1
101061362741995367512,2746312070592788500,attentive,6
2F8828887EF68FB528D6BA675E67983B,2746312070592788500,family,24
A31B2E743ACBD19C20659222510E0F4A,2859631393060154400,friends,23
109599042583660398918,2901652346231380500,original,8
FE17A5AB63046BCFCA846CCEECD70F58,2930997900841579e3,casual,1
114248099826595055639,2952537794868993e3,family,24
A7794DCDB61ABAB4945BD1A8D0F02CC2,3064022965530012700,vegan,21
1n5o3Yz5q7Ua7yomlAELqA,3069810519949379e3,casual,1
9015DF4A1B2ABFB8B16C353901B2E07E,3239545034840527e3,stylish,20
37A73D9F4CF8B85721CA56E3343FBFF5,3432943263578198e3,friends,23
105573787800068020336,3600751760153327600,vegan,21
9F21F8C79D090B32CAA1121EB0111CA2,3600751760153327600,gluten free,30
e-Wd7RlyuXzHE9tQ3KzMdg,3826110736487914500,vegan,21
19F72423C4ED8FC4D11E492366543E77,3925172042357467e3,vegan,21
5F9D8BBDBF5E013224C800A979BB3B33,3936568754226657e3,original,8
115280899400790405060,4041093050657842e3,attentive,6
9151E8C29ECEE36356155593F39E3A79,4282801845833658400,vegan,21
9151E8C29ECEE36356155593F39E3A79,4282801845833658400,vegan,21
117558281912251839009,4509048890778068e3,relaxed,2
117558281912251839009,4509048890778068e3,attentive,6
100396735926761093506,4576335018106171400,modern,19
101851304487039342084,4576335018106171400,attentive,6
108534844341185240007,4594633073452879e3,tasting menu,26
114481116347021913495,4652786751642454e3,attentive,6
78E03324D10EF16BFDF11998AC922D76,4801545272550724e3,friends,23
418A03345ADB62C5FA85957164340F05,4802622573024306e3,gluten free,30
648A70762BE7F6A585DEE141E4978640,4883072868047378e3,casual,1
F2758387CA989B099C14DAAEA91C4EAF,5056474175393947e3,friends,23
114001302273314300211,5304946126734046e3,quiet,12
E68BAA9273A52ED06B695530F648C4AD,5534814460662135e3,casual,1
2851361BC0E9A5E57AD5AE7CA8F41014,5722772033988647e3,vegan,21
2851361BC0E9A5E57AD5AE7CA8F41014,5722772033988647e3,vegan,21
3B62DCDECE2ECB2ED1835C168D690C45,5722772033988647e3,vegan,21
3B62DCDECE2ECB2ED1835C168D690C45,5722772033988647e3,vegan,21
60C395CF2E5290AEF9D996EFF6C5DE59,5722772033988647e3,vegan,21
08235E16275F7A665CA8BFBD852CBD4A,6154426639660638e3,vegan,21
08235E16275F7A665CA8BFBD852CBD4A,6154426639660638e3,vegan,21
116315641224040318051,6246838583619987e3,original,8
116242933438567029533,6246838583619987e3,welcoming,11
104026530977162549229,6298852493391248e3,attentive,6
A0DB28A6D5B60C84E8BD80DB4C88932F,6300271329276407e3,friends,23
6C0BB6A2863CBAC2F7DF680D3341DE5C,6534103589611418e3,attentive,6
FB14F88C56B46380879C9D1319AC7927,6552379492064983e3,family,24
103244175163850865457,7100660384102958e3,welcoming,11
110854634151410305604,7221233496190652e3,welcoming,11
105324749793320880449,7256128257387934e3,friends,23
fIyZXbWHXAN2a0gsVrS9Qg,7470983997001334e3,friends,23
378792B25625F75C7003B3A0763C883C,7598962454820404e3,casual,1
2CCC9C7B4279D552122B3985C9CAF1A4,7598962454820404e3,attentive,6
108056323026493411449,7730235488368093e3,vegetarian option,29
101654171346121557627,7730235488368093e3,original,8
58813DD6338B4993DC8FAE4E6F610B49,7743519333962006e3,live music,22
12D62CF527454650639254E4F51D53E4,7949451578063913e3,kids,25
115817809802753575418,8018556375214818e3,family,24
C8E5FF1B4F5C0F378E66DFA3A2E0A518,8241890292284835e3,friends,23
555DAFC5F5D23C1822F36717A148C5ED,8676164160175657e3,vegan,21
555DAFC5F5D23C1822F36717A148C5ED,8676164160175657e3,vegan,21
64B49A18E6AE62BC8EF66DFAC3EACF93,8676164160175657e3,vegan,21
64B49A18E6AE62BC8EF66DFAC3EACF93,8676164160175657e3,vegan,21
64B49A18E6AE62BC8EF66DFAC3EACF93,8676164160175657e3,vegan,21
72E86249562AB8CB8155588B61BCED52,9153495070810782e3,modern,19
111562662228560472376,915641645656127e4,friends,23
2703D21A55DB72B6EC0F88AE4AA33987,9282739262104785e3,nicely decorated,28
OrTZzW9KN0w1IhY3QIvfdA,9327271848780018e3,party,27
794063CC92B76FDE8DA78AC892424DE8,9492002407492127e3,kids,25
102825725170600969145,9549511765567902e3,live music,22
101464509055076189302,9549511765567902e3,live music,22
FF4A3984DA1FA589B0E9D3A9A9B8819D,9549511765567902e3,live music,22
