reviewerId,merge_id,tags,atmosphere_id
CCEFA40B6CA48390FD4BA8D9553F3ECB,2248675680238980600,kids,25
2AACEF9508CFFD59A5987A292D93CB3F,2280193968430214100,kids,25
EA960DACD3E4D27A69C69994D1374687,2415238445145904e3,friends,23
111531540321453713880,2.4180978036020797e+018,attentive,6
104838037344494962183,2645753624255778e3,attentive,6
118446100710462331120,2693930374480076300,attentive,6
20564970076CA8F2D506E39AE937AC14,2746312070592788500,friends,23
111825828942596040944,2858694498006908e3,welcoming,11
B6275562637EC2FEC643ED24A9BCAFE1,3186407933278475e3,elegant,5
B1D0F0CEF375675A167E3E9E36EB085A,3239545034840527e3,tasting menu,26
B1D0F0CEF375675A167E3E9E36EB085A,3239545034840527e3,tasting menu,26
9EECD919CD09E098091AA2144066FEEF,3239545034840527e3,tasting menu,26
E74D0A20BDFC1A377B57BA26B8996F14,3419630216632425500,relaxed,2
E74D0A20BDFC1A377B57BA26B8996F14,3419630216632425500,welcoming,11
103009692640278268426,3600751760153327600,gluten free,30
103009692640278268426,3600751760153327600,vegetarian option,29
110779196100129903312,3600751760153327600,vegan,21
110779196100129903312,3600751760153327600,vegan,21
115209781441670736584,3600751760153327600,vegan,21
4mZrGYeZzC6NiG93rEUOPw,3826110736487914500,welcoming,11
FC336B00FDA5AE6F5332A9E7BE5FFC1A,3925172042357467e3,vegan,21
FC336B00FDA5AE6F5332A9E7BE5FFC1A,3925172042357467e3,vegan,21
CB48EDC25236DC41E00440830D18B4EB,3925172042357467e3,vegan,21
CB48EDC25236DC41E00440830D18B4EB,3925172042357467e3,stylish,20
CB48EDC25236DC41E00440830D18B4EB,3925172042357467e3,vegan,21
46A9D7295EA596337B7F93ED0B3C2563,3953926380055931400,vegan,21
46A9D7295EA596337B7F93ED0B3C2563,3953926380055931400,vegan,21
2202BADE8EA77C7CD16C8233ED454767,3953926380055931400,vegan,21
55C1A0D99E43400FE77330CE17A77146,4282801845833658400,vegan,21
55C1A0D99E43400FE77330CE17A77146,4282801845833658400,vegan,21
9D25101494C9DB1F5A4EE6847FCFC824,4493214829073929700,vegan,21
9D25101494C9DB1F5A4EE6847FCFC824,4493214829073929700,vegan,21
1AE72FD0BF5EA0643F296A8C589E9CA4,4802622573024306e3,gluten free,30
107904696052953382198,5188615458030591e3,quiet,12
107904696052953382198,5188615458030591e3,attentive,6
100867978240616983048,5349312807889493e3,live music,22
7F8F16A0E39F468A44C59C94C3DD49BD,5679350108257501e3,friends,23
CD998392100D6AE0D8E5BBD6355BE9C1,6170135353871611e3,family,24
A053830340DD2D39ABE3378EADFA8BDF,6462990620087357e3,family,24
101056393376664101457,6553587175065627e3,attentive,6
9D8E21DCD466FE981D16A822553A8CD2,6958433423450862e3,friends,23
107028180959777987536,7012008676909421e3,original,8
112248120250175735437,7054538090916717e3,attentive,6
4935CA2CEB2F9EADE26DE94B07C90D3E,7077460856892052e3,tasting menu,26
D2D100D26598F73E283D462D4F1E90BA,7151562306502682e3,welcoming,11
52A909056E44D18ABC22C6DD2E20726A,7221233496190652e3,gluten free,30
7613DFB41C7D7C2B0DDA0E7EFEE77B36,7357778693401148e3,relaxed,2
xt1fs9q7MuNU3nSs5hJICA,768514709619434e4,live music,22
557500F8D0ABAAC809EF936AE70D7FA6,7743519333962006e3,live music,22
7BAA5E2F1DC6E060CA6CF5BA73BD63F8,7743519333962006e3,live music,22
3D8548562F74B6D1895ACCD8489EEEA3,8099021569355182e3,relaxed,2
3D8548562F74B6D1895ACCD8489EEEA3,8099021569355182e3,stylish,20
EB66F08E18B93ABFBB956438F97791F2,8099021569355182e3,elegant,5
F6F72254D18026DE1E95CB2D7CC29548,8099021569355182e3,family,24
105567040085147630705,8149812968643744e3,attentive,6
8C5AAD5594AC1CCC1E0461F34802A6AA,8415114190347767e3,vegan,21
84F4D486D6C5A3E30FF2B472785861DE,8415114190347767e3,vegetarian option,29
84F4D486D6C5A3E30FF2B472785861DE,8415114190347767e3,vegan,21
1DB2A2A4C5823A2A1CD65DB640B6C576,8676164160175657e3,vegan,21
100205210711886555684,8682716629384367e3,loud music,13
4D0208201A39D84220DE3E87A18A6934,8881360170221136e3,family,24
6C31A15DE70FE3F3D751A60062A71589,8980728628065208e3,vegan,21
109264293395087563024,9567801477241e6,tasting menu,26
109264293395087563024,9567801477241e6,tasting menu,26
109150691137539323161,9580050428671384e3,attentive,6
88A40B9E3606A0110AA35E7F5601B443,9701308123150672e3,friends,23
54A1FF7F3999AF3404BA52D9D33230BC,9847708135568026e3,vegan,21
54A1FF7F3999AF3404BA52D9D33230BC,9847708135568026e3,vegan,21
70C7EC01B51DB09865DDC7AB45F0E460,10250716681091852e3,relaxed,2
648507867AE6A9E81A2449CF1359B9CC,102984024885886e5,tasting menu,26
9CAE4B1917EB4B3B77D58A7063D54DCA,1039979273804798e4,gourmet,16
FE203D33C4B74F01C0BA1FAA7FECFB8E,1039979273804798e4,casual,1
107123273280980644768,10706659237825667e3,attentive,6
110322103254198148897,10858541800052247e3,vegan,21
110322103254198148897,10858541800052247e3,vegan,21
B8ACC66A84454A66E9B915AB7E3397A7,1088500420264036e4,live music,22
138A9A546C01782D7EA07FE5303C7FF8,10941504741387033e3,family,24
9B55B725D5095E4DEBA490991C4336B7,1127868817740632e4,romantic,3
DB330F28E3CA26617953C35BFF79B42F,11475478972569709e3,gluten free,30
118313110741031604176,11517204046659942e3,quiet,12
59B170AC60474642D2D39CE4CE1676BF,12224401739574841e3,tasting menu,26
1EBA53B24123915E998DCD61F60DE83A,1224442140122377e4,gluten free,30
3A37C1DE59F41384BB651BD7965326EF,12285142790023698e3,attentive,6
115999741435101767412,1261923150493784e4,stylish,20
118153760430736956955,1263779816988e7,tasting menu,26
114068248147846482111,12827454169843116e3,elegant,5
102031051643822257302,12893097256812978e3,attentive,6
4F0161FA49F23296FECA0A89C202F453,12903421216736584e3,original,8
107798295137901643737,12921518529334794e3,quiet,12
107616672871606137410,1315158417885805e4,original,8
A47A17EF15DA034891080A16DEE66E12,13313430635373666e3,quiet,12
109424314703808860562,13939753795634555e3,welcoming,11
113534702641096671050,1395623775114408e4,vegan,21
113534702641096671050,1395623775114408e4,vegan,21
2BA6ACE82BD7E9C204E1C0F2D9A4C4CE,14059695439855133e3,casual,1
EACF479879F612442FCF1057B76953D6,14212740999117339e3,vegetarian option,29
E958871AFD287DB85E0A6DB9976DAC56,1428300457509171e4,friends,23
2E95D649168184138FFA763D4332C424,14496140915959058e3,quiet,12
D146819C8ABD9FCA5C8807ED31233DDF,14659641174712338e3,gluten free,30
3F82749D9C9BABB75FEFA93FC1D4A01A,1479281398364235e4,quiet,12
564DDF141DFA6F4BECDF7988078238D0,14860449343257457e3,friends,23
742EF8449364FFDDFAE9830F2F43CBB7,14906159667842906e3,gluten free,30
27D1F004C38DD094471F7185D67454D2,14906159667842906e3,gluten free,30
BE8488C6A568F7AED9599128CDCDA3EB,14958866456168182e3,vegan,21
BE8488C6A568F7AED9599128CDCDA3EB,14958866456168182e3,vegan,21
4CC5BC09A2CCDB758580FADEB4E7A066,15070676966517879e3,relaxed,2
DB92361C48EEE3F75D6EC46EF3495B89,15150917150503424e3,tasting menu,26
288B397751DC320324B81886EAE0BAA5,15150917150503424e3,tasting menu,26
6540C6386BF488E969263634227CBBB0,15296363819800922e3,gluten free,30
13492A33147195CDB2B35FFEE4979ED1,15318730456897628e3,gluten free,30
13492A33147195CDB2B35FFEE4979ED1,15318730456897628e3,vegan,21
4BEBA9AFF0AF93EF9FAACB06C43D6D46,155770622651262e5,vegetarian option,29
105842908872906850916,1571252170689618e4,tasting menu,26
111345989227058621521,1571252170689618e4,tasting menu,26
111345989227058621521,1571252170689618e4,attentive,6
D0CACE144DC25C1D2A6F5BFF76A91871,16071654403106157e3,attentive,6
BEABA7D5B2342F6F6AAEF1502D6EB231,16101099204829299e3,relaxed,2
107671392462009300239,16149664997154429e3,attentive,6
69ED8B1128FBC9F49FC00436D323C110,16256305728829524e3,vegan,21
111292800255710140920,16391946329132771e3,original,8
49B42F09D06AA5DA51A9CB0E003B4A7F,16435171432250534e3,vegan,21
49B42F09D06AA5DA51A9CB0E003B4A7F,16435171432250534e3,vegan,21
118251464237354667637,16454636232875962e3,quiet,12
118251464237354667637,16454636232875962e3,attentive,6
116075124226289572614,16694554110885222e3,loud music,13
CE43EF903F08B0D28F9464D4E14B3F01,16929925635757984e3,relaxed,2
CE43EF903F08B0D28F9464D4E14B3F01,16929925635757984e3,attentive,6
C74F6D0DEC61A85E8F3C81FA17143030,16961977736331196e3,party,27
964196AA00E472538C67E300FCB555EA,16961977736331196e3,nicely decorated,28
B97F471C8CAD03E3151094AB6A92CCCC,17000960786102745e3,relaxed,2
wvd7JQ_7ILvhdeNXoYOiZA,17470316468582009e3,vegetarian option,29
e-6Z3XSt4tlvS5l7HQfEog,17490075640966588e3,live music,22
hMwx66wMcPYYJyfkrI79TA,17490075640966588e3,kids,25
E01E95D12C3DDFE73FCA846AD1702871,17515699501350992e3,friends,23
108056323026493411449,17553007468061663e3,vegan,21
07F4C7A06D975D3659548B92D1A5F93B,17684100184892217e3,party,27
C8720F9C92F9DABB63771F0B56743DCC,1798557794091734e4,vegan,21
2B871C3A69557F4F78F3E6AE5407C4F5,18103926738196396e3,welcoming,11
116564455300248003242,18259455284061846e3,friends,23
102155967806902247478,18301377682670563e3,attentive,6
62C5BCB691E417F1E897A4996B6FC81C,18375536665429486e3,tasting menu,26
7625D232C5810D053BDEDB49F0328E6E,18389642022585186e3,vegan,21
115827603891518148960,223214590542580030,friends,23
FZiHEV19wqjgn76buSHvOg,324956671056273800,gluten free,30
2EA15225F3CA465AB4377DD3F524E261,328947052064006300,vegetarian option,29
117366142083683399524,728137613149311900,attentive,6
110425920804751994699,867418210620730200,gourmet,16
BB09E328F7B65F0A60B1B9640D8D5667,883805560569739800,quiet,12
116178540626421327016,939792937791708200,family,24
CA41A3D10AC89285BE0E274CE305854A,994507847416855400,pricey,4
105783840598188358645,1075879496041854500,attentive,6
493B065A866DF073AFB186A7E7746D60,1204451111739815e3,friends,23
62C46A4EE75CD38E2EE50FF03D914204,1323515628732963e3,gluten free,30
4DC2E469AD7EA979D42BAFDAD539E02E,1554042968324676900,romantic,3
D5DDB772811FEBCB5CA9B2D717A2ED76,1614425382840886e3,tasting menu,26
104282736860737825398,1617555623202013200,family,24
102198199606665824949,1617555623202013200,welcoming,11
102198199606665824949,1617555623202013200,family,24
116800659646932622260,1617602603357132500,family,24
109056270219032837077,2129187107677867500,family,24
112792263295256054741,2224800232170126e3,modern,19
3521A321651B5DC0D1DF27415BE0263B,2367154544871609e3,attentive,6
647DF4D87FBADA858CCAE0A11F6A18F9,2425444334817744e3,relaxed,2
9F31DDC50982575F85D97F01E0E75C7A,2530700187078890500,tasting menu,26
EA9A7196C22B4454D169DBFEA135E83E,2530700187078890500,tasting menu,26
104156636490909931810,2540258453199634400,vegan,21
104156636490909931810,2540258453199634400,vegan,21
104156636490909931810,2540258453199634400,vegan,21
QUe5NC5_L01tnqXu_CBLzA,2630818132272196e3,family,24
QUe5NC5_L01tnqXu_CBLzA,2630818132272196e3,friends,23
14913E4E7B39A2B3A1FCB114B5F58530,2645730730107124e3,original,8
109422025211233539960,2799953209314253300,family,24
18B8AAD09AE0855AECC77E79A2DC3B1D,2807909795938915300,friends,23
1093C811AA3CF6EC3789E1D4DBCD5F77,2884162729873421e3,friends,23
110770044911577012504,2901652346231380500,quiet,12
CBC107C190B5D8A246A586D012205EB3,3064022965530012700,kids,25
109789401808441612424,3069810519949379e3,modern,19
cY5EPMMQYf1BpXiB-b0WdA,3292315603162941400,attentive,6
107400179634365846180,3346053413088334e3,noisy,15
5E6D877816591F2CF24AC5A21A380FF4,3429319852664537600,vegan,21
0336086BC75F887C8B3EDEC636960744,3526377621771529700,family,24
105762021093229923221,3600751760153327600,original,8
111377372639249483720,3600751760153327600,romantic,3
111377372639249483720,3600751760153327600,quiet,12
FC8961767F0BFC9DE07C478A353AED02,3718952937124587e3,family,24
04EC09E926117B7726D8C13CE9661AE5,3882315735753209e3,vegan,21
A158EBC119042E6B8DE4500EA59C5E8B,3953926380055931400,vegan,21
A158EBC119042E6B8DE4500EA59C5E8B,3953926380055931400,vegan,21
BE65256EB8341111C0BD35FEDFDFDA6C,4024081624452805e3,attentive,6
102869701498170274564,4041093050657842e3,tasting menu,26
116043976617473125359,4147283271984732700,attentive,6
87C3487BF0A4A5E0CB4182198CDD4038,4346052736661493e3,stylish,20
8050F8CF02882390E0FC0AF8BD6066A9,4351129839725127700,kids,25
116751235039318271562,4396859708849647600,friends,23
113780894168396949215,445281913808282e4,attentive,6
DD8AD70C566B8D9F32765D5C12406281,4493214829073929700,vegan,21
DD8AD70C566B8D9F32765D5C12406281,4493214829073929700,vegan,21
115718746838563908672,4509048890778068e3,attentive,6
116919532250205233791,4594633073452879e3,gourmet,16
116919532250205233791,4594633073452879e3,quiet,12
56E0ACD2BD019FA65112875134B925CB,4649727708288897e3,crowdy,14
114823751869717903083,4801545272550724e3,original,8
ABCCBF245392A59648A672BE31A09604,4802622573024306e3,gluten free,30
ABCCBF245392A59648A672BE31A09604,4802622573024306e3,gluten free,30
115572257875607566098,5198059323995165e3,original,8
53DA8CE3A74BABCF5B3CEE8F7E95B98B,5282408362475563e3,attentive,6
1DBB04B2A155DDB71467CAB9591D3DFA,5447930418398711e3,relaxed,2
103065182201453204703,5576883920837245e3,vegan,21
103065182201453204703,5576883920837245e3,original,8
103065182201453204703,5576883920837245e3,vegan,21
117296655312431027653,5576883920837245e3,vegan,21
113422469663414239289,5625815911934637e3,attentive,6
04607348C1D3DE161C843A2F12F2A205,572325307617682e4,friends,23
ACBDC2C5FA28A4F75E4662AD6C36D457,6007561697321726e3,gluten free,30
28B041CDEE16BBF327BC4AE80BCCFE4A,6138917341627935e3,attentive,6
103122688712392099394,6156102901408289e3,nicely decorated,28
95ED0EDDA452DAC8D673F0A069269291,6225004564511807e3,welcoming,11
FF8B7CB1F2F68E24BFDD3024BA69A440,6225004564511807e3,modern,19
114246816884122185376,6298852493391248e3,quiet,12
106473077187846710405,6300271329276407e3,attentive,6
2A5578B01BD0AC31F51127669DB2890C,6384868457510177e3,welcoming,11
ACC304E5233C105700D04487C30A738E,644021421351126e4,vegan,21
702BFF4EACE70920B74A9F7E7E24884B,6505062348509456e3,family,24
6B4DA51597DE9B27ACB8B89225C79B19,6523150652044791e3,pricey,4
HYQicPvvzbTeeDutswoJug,6603539057382857e3,quiet,12
112351820651695893634,7221233496190652e3,attentive,6
15BA10E6D4316ACEC6D6296CE9A3EF8E,7541770659892402e3,vegetarian option,29
D1AB8965E5719EAE57627862259FAC26,798963565274428e4,gluten free,30
111320062703162329571,8018556375214818e3,attentive,6
112134496118195018937,8207496078150552e3,relaxed,2
E88304DCEB4560168388B78FCB8440E7,857064114600955e4,gluten free,30
111685682303498999411,8898506577317687e3,relaxed,2
111685682303498999411,8898506577317687e3,family,24
111685682303498999411,8898506577317687e3,friends,23
106631294124995875884,9153495070810782e3,friends,23
6B89263A17E9419D942F605F8491D518,9161656089474039e3,vegan,21
115461028719472156114,9266076491312208e3,friends,23
ADC0106FCDF558B4F930B1316F0AB595,928398165186381e4,attentive,6
105338531103830902592,9296479583524123e3,friends,23
112765328764566063078,9549511765567902e3,live music,22
112765328764566063078,9549511765567902e3,friends,23
112776067006982159122,9567801477241e6,tasting menu,26
32B574E9302625F9D9DBAAF822B55DD0,9659250808756005e3,welcoming,11
E3A6ABA865E4942C9FD6D43251B3FE5C,9703492787511929e3,vegan,21
E3A6ABA865E4942C9FD6D43251B3FE5C,9703492787511929e3,vegan,21
B1D8CDACBB7670826C63F2F96D8704A6,9918915115651506e3,live music,22
3D9642D3D0D61244313E7E4D630D37A6,993001659797044e4,tasting menu,26
3B8CB3D596DB8EA855305E87781FB77B,993001659797044e4,pricey,4
4177F0C8DD803A0BD83A27D221F0A813,993001659797044e4,tasting menu,26
4DFBD6535F63A777DE5AE772A10B3DC1,9941751519878463e3,tasting menu,26
4DFBD6535F63A777DE5AE772A10B3DC1,9941751519878463e3,tasting menu,26
11F64B147B23613FA05B9269EEC4656A,9941751519878463e3,welcoming,11
116548877696786548084,10001586827552582e3,tasting menu,26
JTemXZ9Qb4A6v-yM2GWPgg,10124342261633823e3,family,24
9F33A7DF9C34488FD26A2A9122C11C8B,10159382316137292e3,relaxed,2
9F33A7DF9C34488FD26A2A9122C11C8B,10159382316137292e3,welcoming,11
CB6CDFED71E93C16A8046D01193C6EC3,102984024885886e5,tasting menu,26
91C9FBF8AAC13E296DBD9E708CCC0732,10312479411479755e3,attentive,6
118444556650767536775,10969843541385703e3,quiet,12
118444556650767536775,10969843541385703e3,attentive,6
112996546229447181722,11208312687951278e3,attentive,6
116385180830743427563,11391150820889805e3,attentive,6
0DB15A3FB6609F30B9C5F465347C2B15,11405395999264723e3,quiet,12
9E0B1FAE61B397CE4476E974F57F5522,11429045506678913e3,romantic,3
9E0B1FAE61B397CE4476E974F57F5522,11429045506678913e3,family,24
E3B2BBA4B19610F289595EA57ABC51C1,11475478972569709e3,gluten free,30
244BF51703769E18908518578A037C75,11475478972569709e3,gluten free,30
107187888489473619309,11563085212737247e3,elegant,5
107187888489473619309,11563085212737247e3,quiet,12
52413F3555867F3508A9B9DD675853A7,11776200627482214e3,attentive,6
qvN-3Ysiz2UZGvbqkIFQaQ,11820348479108338e3,live music,22
103689549468732027922,11857295793333004e3,quiet,12
116953471173250298514,11857295793333004e3,tasting menu,26
116953471173250298514,11857295793333004e3,modern,19
10CFDA32D77559E60F7238591BB4DEE4,11870530312303522e3,pricey,4
DA14701447B67679BF06979923469B8C,12014709870162385e3,casual,1
4761B95CA998E1551165593C8B844B53,1223166645975556e4,party,27
A196BE3351649AB1D16BFC88DD5408C6,12827454169843116e3,romantic,3
4F3EB76FFE152BF3CBE832408ABFF9EC,12827454169843116e3,elegant,5
112722223708322109101,12879381531439993e3,family,24
107693473813976880029,1291506854623071e4,attentive,6
77C8DAFDD0662504A3A8FDCDD8A7E55C,1291506854623071e4,live music,22
14FB6E80147839E7772AC5CE8F7DAAF4,13113763798955645e3,nicely decorated,28
100727750969592781700,1321827414301164e4,modern,19
100727750969592781700,1321827414301164e4,romantic,3
324DDCB3BCCDB0AAD33E5E4F31E83A54,1326166106286767e4,relaxed,2
104366024554783407783,13562164793404144e3,attentive,6
109203083261500414458,13660298506819287e3,original,8
114220167702875756136,14088306485989128e3,michelin stars,18
114220167702875756136,14088306485989128e3,michelin star,17
114220167702875756136,14088306485989128e3,tasting menu,26
EF06E74CCBBC64CC8B675F63FD688477,14088306485989128e3,tasting menu,26
101875124627417838396,14597744043951309e3,family,24
A117AE9EF349612608D0CCCEE49613ED,14659641174712338e3,gluten free,30
D45E547CE1C02CA8AA4E9BEA047F4DBB,14785570359547021e3,welcoming,11
1A728E8A96B4A610FD97EF957614C0F1,14827140925213018e3,attentive,6
32AECC0CCF6DA71B4670A7C2F0A2A1F9,14906159667842906e3,gluten free,30
32AECC0CCF6DA71B4670A7C2F0A2A1F9,14906159667842906e3,vegan,21
455DE57E9A14AFB408C95B9B4FC7DBFF,14906159667842906e3,gluten free,30
0015B1164443741E819A2287BA5D4DBC,15070676966517879e3,welcoming,11
117CD0C7DDE9B5DF1F7BE1D85A3F8ACE,15150917150503424e3,tasting menu,26
42D5DC8787D825CBA43E41A045B8F839,15243946114243674e3,vegan,21
113422469663414239289,15296363819800922e3,attentive,6
113422469663414239289,15296363819800922e3,quiet,12
6FEB7937EFF6758AB5150656D9F85149,15318730456897628e3,relaxed,2
101073322318608622046,15479101297518854e3,attentive,6
901D5D2A9680BB26C0949C94EDB6F248,155770622651262e5,attentive,6
103028226591956129059,15609057269763164e3,quiet,12
307BDD40C0EB9D31ADF4E16066B24D52,15778410272292352e3,friends,23
DDD016783A71ED23BF1282C91AD77F16,15833432803296809e3,vegetarian option,29
101260246222037035138,16084621515866173e3,romantic,3
EC6152E23DBE3C717A0043CD33B01BFF,1611361957390264e4,vegan,21
EC6152E23DBE3C717A0043CD33B01BFF,1611361957390264e4,vegan,21
107671677344106305256,16168203384169347e3,friends,23
DF13423CDFD3239BA9E0D773D4F206C7,16176887182837776e3,quiet,12
DF13423CDFD3239BA9E0D773D4F206C7,16176887182837776e3,family,24
072C0E0AFE44993C76C880888CD8A114,16285045537247574e3,welcoming,11
72ECCE16A24275D01A156FA9D7F2FF7B,1630829352838223e4,quiet,12
oViqEqzfvZgvNZqNrvSK-g,16435171432250534e3,tasting menu,26
100972589733622087800,16460270234305712e3,friends,23
4KbUaerUBoiUwZGMHKVFxQ,1695554408742521e4,elegant,5
C9D5E609576F2C423C64700510A9FDBF,17364042551457767e3,original,8
234291D19F990DBAC77C549AEF7CA3E2,17515699501350992e3,beautiful view,9
109470327912911153556,17553007468061663e3,quiet,12
109470327912911153556,17553007468061663e3,original,8
F330084EEB47BB6554CFA6415E9BB24B,17817778512811166e3,gluten free,30
763AA86A1E5B6D02FED8C04E77070B26,17818877202572818e3,friends,23
FACA0F6885DF1B288FD12490938D00F0,18053608356781812e3,relaxed,2
109461782682452369807,18259455284061846e3,vegetarian option,29
104945136533603552723,223214590542580030,welcoming,11
21058CD5701119254983CFA120E1EB65,251004691745355900,welcoming,11
103362755452132201488,377171090460949760,friends,23
100155943480644330799,504306864142723700,original,8
112911547895149896363,608490730760836400,modern,19
4D2AB61566D70332A377DD85341F35DF,1150745947682918100,modern,19
114125155948375232866,1226977288165913300,quiet,12
AB0D35BC04C634D27C3076F4C527167D,1323515628732963e3,stylish,20
y4jj2otXvg69vuBLPQmmxw,1407855044298762500,casual,1
2BBBE10AF60AE1536D0A7D51C8C4BBBA,1421434345647005400,attentive,6
113838750398058754100,1543631498298606300,family,24
109171493124854811420,1543631498298606300,quiet,12
104022049126649820987,1617555623202013200,welcoming,11
106973243611378746210,1617602603357132500,family,24
106087296128814743694,1875238971259665700,welcoming,11
116571750324757470867,2224800232170126e3,modern,19
7BCE84ADB57009544B993794DFC24842,2367154544871609e3,family,24
117973820456942288987,2.4180978036020797e+018,family,24
112473848381409234135,2439455034259584500,tasting menu,26
110638074901785750921,2540258453199634400,vegan,21
113674699829151239804,2772498498412056e3,tasting menu,26
sufT2ureqcOVdKw14lKS8g,2930997900841579e3,family,24
cT-bxuztKkKWksdPA1zM1w,2990921892026935300,pricey,4
116605872966976076550,3094436557539689e3,quiet,12
37A46FD223D9D7A8DFEA0B255398A533,3186407933278475e3,michelin star,17
77F23F5B5A5606586C6E58A02798F2E1,3239545034840527e3,tasting menu,26
106151709366276300291,3298413219558710300,attentive,6
893A7C04204BA7DDFB1D749D165EFD30,3812450285082243e3,family,24
7D381FF4FEF9107F238288D93655AABF,396186257077972e4,family,24
AD845F396C3AE047824F3E75FE74429D,4493214829073929700,vegan,21
AD845F396C3AE047824F3E75FE74429D,4493214829073929700,vegan,21
AD845F396C3AE047824F3E75FE74429D,4493214829073929700,vegan,21
843984B54E230ACE0AF60FD6EC543609,4493214829073929700,vegan,21
843984B54E230ACE0AF60FD6EC543609,4493214829073929700,vegan,21
113481801866814429292,4515547425628099e3,attentive,6
111478101617456811332,4576335018106171400,vegan,21
111478101617456811332,4576335018106171400,vegan,21
106237572777221927814,4581711276113694e3,vegan,21
106237572777221927814,4581711276113694e3,vegan,21
114310123644556377042,4749098111558958e3,family,24
4C1BBD003B46001E412E14B49E18477A,4802622573024306e3,gluten free,30
5BDD5421C3300C00496180D517E261D4,4883072868047378e3,party,27
112062277452896365509,502930942967572e4,family,24
105270264663067283150,510288646448332e4,attentive,6
5A285DEF5E9D94E02E7AEBDE92359DA5,5278840734005659e3,party,27
9DB90E23413B0E88DAB48DFF3E97097D,6154426639660638e3,quiet,12
108693729000349910878,6156102901408289e3,friends,23
115499799211619763596,6156102901408289e3,modern,19
8BD9632E93DFC1E28CB2CF9064D3DF77,6170135353871611e3,casual,1
232DB00BDA21AF23C8F99317A247FF7E,6384868457510177e3,party,27
FD963835F58CF205D02A9742B1171D65,6545384898748205e3,friends,23
D6B94EE58303DE6AD409D7E65531336F,6729657483744665e3,gluten free,30
118188526690322510008,6826227859461409e3,original,8
109162202331675599415,6940617323993418e3,attentive,6
17C58B92B67B404AB15287F857F1C5EA,6969894299289012e3,tasting menu,26
116674028256571901872,7054538090916717e3,family,24
115640842699009162732,7256128257387934e3,attentive,6
104193885823126177947,7.3131303293705605e+018,original,8
C65AFAD99A0F6DFB6AB7E82806CBCCED,798963565274428e4,family,24
C2B93A3F93EAC6C932F10611FC1F813B,8099021569355182e3,original,8
99DEB8E7083FE08FE2FAE5D1F12653C0,8125281197704686e3,vegan,21
113128707125655597046,8207496078150552e3,original,8
114345848017492590153,8207496078150552e3,original,8
114345848017492590153,8207496078150552e3,attentive,6
0FE41A95CDB06D881DA1DEE2CB5649AC,8676164160175657e3,vegan,21
43E39E9E753A263BA5B66E4F3E73473C,8676164160175657e3,vegan,21
109448998863999096973,8682716629384367e3,original,8
58D92820FDA6CEE30AD28CDC1B474FAB,871553771032069e4,vegan,21
E5EB3F0230B5B96AD827BECCC29E045B,8898506577317687e3,party,27
1364208E2380FBA2F052619A28053AA8,9296479583524123e3,welcoming,11
111747399902185046304,9549511765567902e3,live music,22
CD5836DC5CD684F7E2044459B4AE4DC7,9549511765567902e3,live music,22
B58C3441A19946E8C3ED493D848604C7,9828014380025477e3,casual,1
9BAD53E6742C573A9953127DC1A7C116,9924948110277159e3,welcoming,11
116647088001742461829,993001659797044e4,tasting menu,26
116647088001742461829,993001659797044e4,tasting menu,26
109092866460789534999,993001659797044e4,tasting menu,26
8C1438D180B57E17DCF4243ABCF95D38,10140168368592007e3,relaxed,2
83E73BD8A32280A754D8651484270A3B,10165377230697964e3,vegan,21
83E73BD8A32280A754D8651484270A3B,10165377230697964e3,vegan,21
83E73BD8A32280A754D8651484270A3B,10165377230697964e3,vegan,21
662F90C929A55168CFB3051D7F13E564,10181410485157976e3,quiet,12
106176679372667447123,10706659237825667e3,attentive,6
100387989030266840186,10820016253198094e3,family,24
E524A1BF458A7FF196EF5AD61F2B8812,1088500420264036e4,welcoming,11
E1237C109B16EDECBB63D22761458626,1088500420264036e4,kids,25
104373307469757100232,10922167891295463e3,elegant,5
112042202908075111284,10975398658975724e3,quiet,12
43F2E57C2BC387D7A302CFCF8C887BED,11475478972569709e3,gluten free,30
E71D807A90BFA1C123C8D6E6196E4FA7,11475478972569709e3,gluten free,30
00C8159F03C6E1DF9D10CEC07F3484C2,11515406176752853e3,attentive,6
106389525443589513842,11517204046659942e3,relaxed,2
100227967133133507508,11583292549218922e3,family,24
A5D6AD9319A91DECBC2A1FC6A85CC8FB,1182128136718593e4,welcoming,11
118208029120722432325,12036265424138869e3,attentive,6
112387508846172913224,12086641216486582e3,friends,23
111961543063741221151,1217957829286418e4,family,24
106776794374894613919,12387725632309815e3,attentive,6
36A973D049592CE0858E98F2956B1C5A,12409427145457658e3,kids,25
114782631646948688340,12418533207994714e3,gluten free,30
426F33B34B8223B1ABA1AE6638B65D40,1261923150493784e4,casual,1
100587040834107570819,1263779816988e7,tasting menu,26
846DB464C16D9789FD26F3E534670236,12757496490756155e3,friends,23
846DB464C16D9789FD26F3E534670236,12757496490756155e3,attentive,6
117513745280488573813,12903301369148522e3,quiet,12
44C3719F76D5739625A46D0B5E576523,1321827414301164e4,friends,23
82CB537ED8D3AA3C9B5DFF7A0963EF82,13580450450250076e3,welcoming,11
F0640F2863B1AB437A2AACBB6E8AF4E0,1395623775114408e4,vegan,21
F0640F2863B1AB437A2AACBB6E8AF4E0,1395623775114408e4,vegan,21
D0B94DCA33DB372932F3BE5AEC9F4A44,14059695439855133e3,friends,23
